date_from,date_to,name,venue,country,category,discipline,calendar,class,email,website,logo
2023-06-02,2023-06-02,RSM-Wealer Ronde,Maastricht,NED,ME,Road,EUR,CRTP,secr@profrondemaastricht.nl,www.rsmwealerronde.nl,
2023-06-02,2023-06-02,RSM-Wealer Ronde,Maastricht,NED,WE,Road,EUR,CRTP,secr@profrondemaastricht.nl,www.rsmwealerronde.nl,
2023-06-02,2023-06-02,Kozagawa-City International Road Race,,JPN,ME,Road,ASI,1.2,tourde-k@rifnet.or.jp,,
2023-06-03,2023-06-03,National Road Championships - Denmark (Junior ITT),,DEN,,Road,EUR,CN,jk@cyklingdanmark.dk,,
2023-06-03,2023-06-03,National Road Championships - Honduras - ITT,,HON,,Road,AME,CN,freddydiaz@probikeshn.com,N/A,
2023-06-03,2023-06-03,La Classique des Alpes Juniors,,FRA,MJ,Road,EUR,1.1,christelle.reille@orange.fr,www.classique-des-alpes.com,
2023-06-03,2023-06-03,Heylen Vastgoed Heistse Pijl,,BEL,ME,Road,EUR,1.1,jef@isea.be,www.Heistsepijl.be,
2023-06-03,2023-06-04,Belgrade GP Woman Tour,,SRB,WE,Road,EUR,2.2,cyclingfederationbelgrade@gmail.com,www.bsbgd.rs,
2023-06-03,2023-06-04,Tour de Kumano,,JPN,ME,Road,ASI,2.2,tourde-k@rifnet.or.jp,www.nspk.net/,
2023-06-03,2023-06-04,National Road Championships - Trinidad and Tobago,,TTO,,Road,AME,CN,ttcyclingfederationtto@gmail.com,,
2023-06-03,2023-06-11,Tour du Cameroun,,CMR,ME,Road,AFR,2.2,fecacyclisme2013@yahoo.fr,,
2023-06-04,2023-06-04,Memorial Philippe Van Coningsloo,,BEL,ME,Road,EUR,1.2,wuytskris@telenet.be,www.memorial-vanconingsloo.be,
2023-06-04,2023-06-04,Dwars door de Westhoek,,BEL,WE,Road,EUR,1.1,wvancauwenberge@hotmail.com,www.dwarsdoordewesthoek.be,
2023-06-04,2023-06-04,Brussels Cycling Classic,,BEL,ME,Road,EUR,1.Pro,nicolas.denys@flandersclassics.be,www.brusselscyclingclassic.be,
2023-06-04,2023-06-04,Alpes Gresivaudan Classic,,FRA,WE,Road,EUR,1.1,m.baup@cotni.fr,www.alpes-gresivaudan-classic.com,
2023-06-04,2023-06-04,Coppa della Pace - Trofeo F.lli Anelli,,ITA,MU,Road,EUR,1.2U,pedaleriminese@libero.it,www.pedaleriminese.it,
2023-06-04,2023-06-11,Critérium du Dauphiné,,FRA,ME,Road,UWT,2.UWT,tgouvenou@aso.fr,www.letour.fr,
2023-06-06,2023-06-09,Škoda Tour de Maurice,,MRI,ME,Road,AFR,2.2,amcyclisme@intnet.mu; fmcyclismemyt.mu,,
2023-06-07,2023-06-11,Vuelta Ciclistica Internacional Femenina a Guatemala,,GUA,WE,Road,AME,2.2,fciclismo.guatemala@gmail.com,www.ciclismogua.org,
2023-06-07,2023-06-11,ZLM Tour,,NED,ME,Road,EUR,2.Pro,profcycling@libema.nl,www.zlmtour.nl,
2023-06-07,2023-06-11,Aziz Shusha,,AZE,ME,Road,EUR,2.2,info@cycling.az,,
2023-06-07,2023-06-13,Asian Road Cycling Championships,,THA,,Road,ASI,CC,taca1959@yahoo.com,https://www.thaicycling.or.th/,
2023-06-08,2023-06-11,LVM Saarland Trofeo,,GER,MJ,Road,EUR,2.Ncup,info@trofeo.online,www.trofeo.online,
2023-06-08,2023-06-11,Course de la Paix Grand Prix Jeseníky,,CZE,MU,Road,EUR,2.Ncup,racemanager@czechtour.com; president@czechtour.com,www.zavodmiru.com,
2023-06-09,2023-06-09,Grosser Preis des Kantons Aargau,,SUI,ME,Road,EUR,1.1,office@gippingen.ch,www.gippingen.ch,
2023-06-09,2023-06-11,CIC-Tour Féminin International des Pyrénées,,FRA,WE,Road,EUR,2.1,elisabeth.cb@orange.fr; marionclignet@gmail.com,http://afcc-officiel.fr/,
2023-06-09,2023-06-11,Tour d'Eure-et-Loir,,FRA,ME,Road,EUR,2.2,claude.deschaseaux9@orange.fr,www.tour-eure-et-loir-cycliste.com,
2023-06-10,2023-06-10,Elmos Dwars door het Hageland,,BEL,WE,Road,EUR,1.1,nick.nuyens@procyclingevents.be,http://www.exterioocyclingcup.be/races/dwars-door-het-hageland-2019/,
2023-06-10,2023-06-10,Duracell Dwars door het Hageland,,BEL,ME,Road,EUR,1.Pro,nick.nuyens@procyclingevents.be,http://www.exterioocyclingcup.be/races/dwars-door-het-hageland-2019/,
2023-06-10,2023-06-11,Kırıkkale Road Race,,TUR,ME,Road,EUR,2.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr,
2023-06-10,2023-06-11,Kırıkkale Road Race,,TUR,MJ,Road,EUR,2.1,info@bisiklet.gov.tr,www.bisiklet.gov.tr,
2023-06-11,2023-06-11,Courts Mamouth Classique de l'ìle Maurice,,MRI,ME,Road,AFR,1.2,amcyclisme@intnet.mu; fmcyclisme@myt.mu,,
2023-06-11,2023-06-11,Elfstedenronde Brugge,,BEL,ME,Road,EUR,1.1,christophe.impens@golazo.com; jan.nys@golazo.com; jan.baele@golazo.com,www.elfstedenronde.be,
2023-06-11,2023-06-11,SPAR Flanders Diamond Tour,,BEL,WE,Road,EUR,1.1,info@flandersdiamondtour.be,www.flandersdiamondtour.be,
2023-06-11,2023-06-18,National Road Championships - Nicaragua,,NCA,,Road,AME,CN,fnc.nicaragua@gmail.com,,
2023-06-11,2023-06-18,Giro Next Gen (Giro d'Italia Internazionale Under 23),,ITA,MU,Road,EUR,2.2U,luca.papini@rcs.it,,
2023-06-11,2023-06-18,Tour de Suisse,,SUI,ME,Road,UWT,2.UWT,info@tds.ch,www.tds.ch,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Tour_de_Suisse_logo.svg/1200px-Tour_de_Suisse_logo.svg.png
2023-06-13,2023-06-13,CIC - Mont Ventoux,,FRA,ME,Road,EUR,1.Pro,info@denivelechallenges.com,,
2023-06-13,2023-06-18,National Road Championships - Ukraine,,UKR,,Road,EUR,CN,federation@velosport.org.ua,www.velosport.org.ua,
2023-06-14,2023-06-16,National Road Championships - USA (Junior-U23),,USA,,Road,AME,CN,nationalevents@usacycling.org,www.usacycling.org,
2023-06-14,2023-06-18,Tour de Beauce,,CAN,ME,Road,AME,2.2,info@tourdebeauce.com,www.tourdebeauce.com,
2023-06-14,2023-06-18,Baloise Belgium Tour,,BEL,ME,Road,EUR,2.Pro,christophe.impens@golazo.com; jan.nys@golazo.com,www.baloisebelgiumtour.be,
2023-06-14,2023-06-18,Tour of Slovenia,,SLO,ME,Road,EUR,2.Pro,office@tourofslovenia.si,www.tourofslovenia.si,
2023-06-15,2023-06-18,La Route d'Occitanie - La Dépêche du Midi,,FRA,ME,Road,EUR,2.1,pcaubin@laroutedoccitanie.fr,http://www.laroutedoccitanie.fr,
2023-06-15,2023-06-18,National Road Championships - Bermuda,,BER,,Road,AME,CN,info@bermudabicycle.org,www.bermudabicycle.org,
2023-06-15,2023-06-25,National Road Championships - Estonia,,EST,,Road,EUR,CN,ejl@ejl.ee,www.ejl.ee,
2023-06-15,2023-06-25,National Road Championships - Lithuania,,LTU,,Road,EUR,CN,info@ldsf.lt,www.ldsf.lt,
2023-06-15,2023-06-25,National Road Championships - Latvia,,LAT,,Road,EUR,CN,toms@lrf.lv,www.lrf.lv,
2023-06-16,2023-06-17,National Road Championships - Finland,,FIN,,Road,EUR,CN,,https://terva-ajot.sporttisaitti.com/?x118281=400577,
2023-06-16,2023-06-18,Tour du Pays de Montbéliard,,FRA,ME,Road,EUR,2.2,ccetupes@ccetupes.net,www.ccetupes.com,
2023-06-16,2023-06-18,National Road Championships - Macedonia,,MKD,,Road,EUR,CN,secretary@cfm.org.mk; office@cfm.org.mk,www.cfm.org.mk,
2023-06-16,2023-06-25,Vuelta a Colombia,,COL,ME,Road,AME,2.2,PRESIDENCIA@FEDERACIONCOLOMBIANADECICLISMO.COM,WWW.FEDERACIONCOLOMBIANADECICLISMO.COM,
2023-06-17,2023-06-17,Gran Premio Eccellenze Valli del Soligo (Cronosquadre),,ITA,MJ,Road,EUR,1.1,scsolighetto1919@alice.it,www.scsolighetto1919.it,
2023-06-17,2023-06-17,Regiónom Nitrianskeho Kraja,,SVK,WE,Road,EUR,1.2,j.vanco@cyklistikaszc.sk,www.cyklistikaszc.sk,
2023-06-17,2023-06-18,National Road Championships - Montenegro,,MNE,,Road,EUR,CN,biciklistickisavezcg@gmail.com,https://biciklistickisavezcg.me/propozicije-drzavno-prvenstvo-17-i-18-jun-2023-drum/,
2023-06-17,2023-06-18,National Road Championships - St-Vincent & Grenadines,,VIN,,Road,AME,CN,shimanob30@gmail.com,,
2023-06-17,2023-06-18,National Road Championships - Rwanda,,RWA,,Road,AFR,CN,ferwacy@yahoo.fr,www.ferwacy.rw,
2023-06-17,2023-06-18,National Road Championships - Grenada,,GRN,,Road,AME,CN,grenadacyclingfederation@gmail.com,,
2023-06-17,2023-06-18,National Road Championships - Antigua and Barbuda,,ANT,,Road,AME,CN,abcf@antiguacycling.com,,
2023-06-17,2023-06-18,National Road Championships - Slovakia - MU,,SVK,,Road,EUR,CN,balaztomas76@gmail.com,,
2023-06-17,2023-06-18,National Road Championships - Albania,,ALB,,Road,EUR,CN,info@albcycling.al; alfred.tahiraj@gmail.com,,
2023-06-17,2023-06-20,Tour de Suisse Women,,SUI,WE,Road,EUR,2.WWT,info@tds.ch,www.tourdesuisse.ch/fr/tds-2023/femmes/,
2023-06-17,2023-06-25,National Road Championships - Mauritius,,MRI,,Road,AFR,CN,amcyclisme@intnet.mu,,
2023-06-17,2023-06-25,National Road Championships - Costa Rica,,CRC,,Road,AME,CN,fecoci@fecoci.net,www.fecoci.net,
2023-06-18,2023-06-18,TF GD Dorigo MO Sogno Veneto MO Ettore e Cristiano Floriani MO Emilio Mazzero,,ITA,MJ,Road,EUR,1.1,scsolighetto1919@alice.it,www.scsolighetto1919.it,
2023-06-18,2023-06-18,National Road Championships - Honduras - IRR,,HON,,Road,AME,CN,freddydiaz@probikeshn.com,N/A,
2023-06-18,2023-06-18,National Road Championships - Czech Republic (MU23 - IRR),,CZE,,Road,EUR,CN,info@ceskysvazcyklistiky.cz,www.ceskysvazcyklistiky.cz,
2023-06-18,2023-06-25,National Road Championships - Belize,,BIZ,,Road,AME,CN,belizecycling@gmail.com,,
2023-06-18,2023-06-25,National Road Championships - Latvia (ME),,LAT,,Road,EUR,CN,toms@lrf.lv,,
2023-06-19,2023-06-24,National Road Championships - China (ME),,CHN,,Road,ASI,CN,admin@chncycling.com,,
2023-06-19,2023-06-24,National Road Championships - China,,CHN,,Road,ASI,CN,admin@chncycling.com,cycling.sport.org.cn,
2023-06-20,2023-06-25,National Road Championships - Iceland,,ISL,,Road,EUR,CN,hri@hri.is,,
2023-06-20,2023-07-02,National Road Championships - Mongolia (ME),,MGL,,Road,ASI,CN,cyclingfederationofmongolia@gmail.com,,
2023-06-20,2023-07-02,National Road Championships - Mongolia,,MGL,,Road,ASI,CN,cyclingfederationofmongolia@gmail.com,www.cyclingfederation.mn,
2023-06-21,2023-06-25,National Road Championships - Kazakhstan,,KAZ,,Road,ASI,CN,info@cycling.kz,https://cycling.kz/ru/,
2023-06-21,2023-06-25,National Road Championships - Great Britain,,GBR,,Road,EUR,CN,road@britishcycling.org.uk,www.britishcycling.org.uk,
2023-06-21,2023-06-25,National Road Championships - Poland,,POL,,Road,EUR,CN,d.banaszek@bdc-development.pl,,
2023-06-21,2023-06-25,National Road Championships - Netherlands,,NED,,Road,EUR,CN,wegsport@knwu.nl,www.knwu.nl,
2023-06-21,2023-06-25,National Road Championships - Kazakhstan (ME),,KAZ,,Road,ASI,CN,info@cycling.kz,,
2023-06-21,2023-06-25,National Road Championships - Luxembourg,,LUX,,Road,EUR,CN,info@fscl.lu,,
2023-06-22,2023-06-24,National Road Championships - Croatia,,CRO,,Road,EUR,CN,bruno@trail.hr,https://trail.hr/,
2023-06-22,2023-06-25,National Road Championships - Algeria,,ALG,,Road,AFR,CN,faccyclisme@gmail.com,,
2023-06-22,2023-06-25,National Road Championships - Slovenia,,SLO,,Road,EUR,CN,kzs@kolesarska-zveza.si,,
2023-06-22,2023-06-25,National Road Championships - Türkiye (ME),,TUR,,Road,EUR,CN,info@bisiklet.gov.tr,,
2023-06-22,2023-06-25,National Road Championships - Algeria (WE),,ALG,,Road,AFR,CN,alg.cyc.fed@gmail.com,,
2023-06-22,2023-06-25,National Road Championships - Brasil,,BRA,,Road,AME,CN,cbc@cbc.esp.br,www.cbc.esp.br,
2023-06-22,2023-06-25,National Road Championships - Türkiye,,TUR,,Road,EUR,CN,info@bisiklet.gov.tr,www.bisiklet.gov.tr,
2023-06-22,2023-06-25,National Road Championships - Norway,,NOR,,Road,EUR,CN,cato.karbol@sykling.no,www.sykling.no,
2023-06-22,2023-06-25,National Road Championships - Azerbaijan,,AZE,,Road,EUR,CN,info@cycling.az,,
2023-06-22,2023-06-25,National Road Championships - Ireland,,IRL,,Road,EUR,CN,chris.white@cyclingireland.ie,www.cyclingireland.ie,
2023-06-22,2023-06-25,National Road Championships - Sweden,,SWE,,Road,EUR,CN,goranmattsson.uck@hotmail.com,https://upsalack.se/linje-sm-2020/,
2023-06-22,2023-06-25,National Road Championships - France,,FRA,,Road,EUR,CN,a.fourez@ffc.fr,,
2023-06-22,2023-06-25,National Road Championships - USA,,USA,,Road,AME,CN,nationalevents@usacycling.org,www.usacycling.org,
2023-06-22,2023-06-25,National Road Championships - Slovakia,,SVK,,Road,EUR,CN,balaztomas76@gmail.com,https://www.cyklistikaszc.sk/,
2023-06-22,2023-06-25,National Road Championships - Czech Republic,,CZE,,Road,EUR,CN,balaztomas76@gmail.com,https://www.cyklistikaszc.sk/,
2023-06-22,2023-06-25,National Road Championships - Japan,,JPN,,Road,ASI,CN,cycling@japan-sports.or.jp,https://jcf.or.jp,
2023-06-22,2023-06-25,National Road Championships - Denmark,,DEN,,Road,EUR,CN,jens.kasler@cyklingdanmark.dk,,
2023-06-22,2023-06-25,National Road Championships - Spain,,ESP,,Road,EUR,CN,alejandromartin@rfec.com,www.rfec.com,
2023-06-22,2023-06-25,National Road Championships - Dominican Republic,,DOM,,Road,AME,CN,,,
2023-06-22,2023-06-25,National Road Championships - Belgium,,BEL,,Road,EUR,CN,info@belgiancycling.be,www.belgiancycling.be,
2023-06-22,2023-07-01,National Road Championships - Hungary (ME),,HUN,,Road,EUR,CN,vizer.barnabas@bringasport.hu,,
2023-06-22,2023-07-01,National Road Championships - Hungary,,HUN,,Road,EUR,CN,info@bringasport.hu,www.bringasport.hu,
2023-06-22,2023-07-02,National Road Championships - Italy,,ITA,,Road,EUR,CN,strada@federciclismo.it,,
2023-06-23,2023-06-24,National Road Championships - Israel,,ISR,,Road,EUR,CN,contact@israelcycling.org.il,www.israelcycling.org.il,
2023-06-23,2023-06-25,National Road Championships - Romania,,ROU,,Road,EUR,CN,office@federatiadeciclism.ro,https://federatiadeciclism.ro/,
2023-06-23,2023-06-25,National Road Championships - Paraguay,,PAR,,Road,AME,CN,secretaria@fpc.org.py,www.fpc.org.py,
2023-06-23,2023-06-25,National Road Championships - Canada,,CAN,,Road,AME,CN,athletes@donorthevents.ca,https://www.donorthevents.ca/,
2023-06-23,2023-06-25,National Road Championships - Guatemala,,GUA,,Road,AME,CN,fciclismogua@gmail.com,www.fciclismo.guatemala.com,
2023-06-23,2023-06-25,National Road Championships - Serbia,,SRB,,Road,EUR,CN,office@bss.rs,www.bss.rs,
2023-06-23,2023-06-25,National Road Championships - Morocco (ME),,MAR,,Road,AFR,CN,frmc56@gmail.com,,
2023-06-23,2023-06-25,National Road Championships - Eritrea,,ERI,,Road,AFR,CN,ncefa1935@gmail.com,,
2023-06-23,2023-06-25,National Road Championships - Morocco,,MAR,,Road,AFR,CN,frmc56@gmail.com,www.frmcyclisme.ma,
2023-06-23,2023-06-25,National Road Championships - Germany,,GER,,Road,EUR,CN,rik@sauser-event.de,www.sauser.de,
2023-06-23,2023-07-02,National Road Championships - Portugal,,POR,,Road,EUR,CN,geral@fpciclismo.pt,fpciclismo.pt,
2023-06-23,2023-07-02,National Road Championships - Portugal (ME),,POR,,Road,EUR,CN,geral@fpciclismo.pt,,
2023-06-24,2023-06-24,National Road Championships - Austria (ITT),,AUT,,Road,EUR,CN,office@polakplanung.at,www.radsportverband.at,
2023-06-24,2023-06-24,National Road Championships - Puerto Rico - ITT,,PUR,,Road,AME,CN,ismfuente@yahoo.com; fecipur@gmail.com,WWW.FECIPUR.ORG,
2023-06-24,2023-06-25,National Road Championships - Burkina Faso,,BUR,,Road,AFR,CN,fedeburkinacyclisme@gmail.com,,
2023-06-24,2023-06-25,National Road Championships - Mali,,MLI,,Road,AFR,CN,fedecyclisme@gmail.com,,
2023-06-24,2023-06-25,National Road Championships - British Virgin Islands,,IVB,,Road,AME,CN,danddmark@surfbvi.com,www.virginislandscycling.org,
2023-06-24,2023-06-25,National Road Championships - Bulgaria,,BUL,,Road,EUR,CN,admin@bgcf.bg,www.bgcf.bg,
2023-06-24,2023-06-25,National Road Championships - Hong Kong,,HKG,,Road,ASI,CN,jacob.y@cycling.org.hk / wilfred.wu@cycling.org.hk,www.cycling.org.hk,
2023-06-24,2023-06-25,National Road Championships - Jamaica,,JAM,,Road,AME,CN,jcfsecretary.info@gmail.com,,
2023-06-24,2023-06-25,National Road Championships - Switzerland,,SUI,,Road,EUR,CN,lukas.stieger@rvwetzikon.ch,https://rad-sm2023.ch/,
2023-06-24,2023-06-25,National Road Championships - Laos,,LAO,,Road,ASI,CN,laosctcling@gmail.com,,
2023-06-24,2023-06-25,National Road Championships - Benin,,BEN,,Road,AFR,CN,federation229cyclisme@gmail.com,www.fbc.bj,
2023-06-24,2023-06-25,National Road Championships - Bosnia and Herzegovina,,BIH,,Road,EUR,CN,office@bisabih.ba,www.bisabih.ba,
2023-06-25,2023-06-25,National Road Championships - Austria (IRR),,AUT,,Road,EUR,CN,office@lrv-noe.at,www.radsportverband.at,
2023-06-25,2023-06-25,National Road Championships - Eswatini,,SWZ,,Road,AFR,CN,info@cyclingswazi.com,www.eswatinicycling.com,
2023-06-25,2023-06-25,National Road Championships - Cameroun,,CMR,,Road,AFR,CN,fecacyclisme2013@yahoo.fr,,
2023-06-26,2023-06-26,Wielerronde van Luyksgestel,Luyksgestel,NED,ME,Road,EUR,CRTP,secretariaat@wielerevenementen-luyksgestel.nl,www.wielerevenementen-luyksgestel.nl,
2023-06-26,2023-06-26,Wielerronde van Luyksgestel,Luyksgestel,NED,WE,Road,EUR,CRTP,secretariaat@wielerevenementen-luyksgestel.nl,www.wielerevenementen-luyksgestel.nl,
2023-06-27,2023-07-04,National Road Championships - Iran,,IRI,,Road,ASI,CN,ircyclingfed@gmail.com,http://www.cfi.ir/,
2023-06-28,2023-06-30,National Road Championships - Philippines,,PHI,,Road,ASI,CN,philcycling@gmail.com,https://www.facebook.com/philcycling,
2023-06-28,2023-07-01,Course Cycliste de Solidarnosc et des Champions Olympiques,,POL,ME,Road,EUR,2.2,wyscig@solidarnosc.lodz.pl,www.wyscig.com.pl,
2023-06-29,2023-07-02,National Road Championships - Spain (Juniors),,ESP,,Road,EUR,CN,info@rfec.com,www.rfec.com,
2023-06-30,2023-07-02,National Road Championships - Greece (ME),,GRE,,Road,EUR,CN,info@eop.cosmotemail.gr,,
2023-06-30,2023-07-02,National Road Championships - Greece,,GRE,,Road,EUR,CN,info@eop.cosmotemail.gr,https://hellenic-cycling.gr,
2023-06-30,2023-07-02,BESTRONICS Acht van Bladel,,NED,MJ,Road,EUR,2.1,teams@achtvanbladel.nl,www.achtvanbladel.nl,
2023-06-30,2023-07-09,Giro d'Italia Donne,,ITA,WE,Road,MON,2.WWT,direzionegenerale@starlightssd.it,,
2023-07-01,2023-07-01,GP Général Patton,,LUX,MJ,Road,EUR,1.1,info@skodatour.lu,www.skodatour.lu,
2023-07-01,2023-07-01,GP of the Mayor of the city Žiar nad Hronom,,SVK,WE,Road,EUR,1.2,j.vanco@cyklistikaszc.sk,www.cyklistikaszc.sk,
2023-07-01,2023-07-02,National Championships - Moldavia,,MDA,,Road,EUR,CN,moldciclism@gmail.com,,
2023-07-01,2023-07-23,Tour de France,,FRA,ME,Road,UWT,2.UWT,tgouvenou@aso.fr,www.letour.fr,https://upload.wikimedia.org/wikipedia/pt/thumb/e/eb/Tour_de_France_logo.svg/640px-Tour_de_France_logo.svg.png
2023-07-02,2023-07-02,Midden-Brabant Poort Omloop,,NED,ME,Road,EUR,1.2,info@wielerweekendgilze.nl,www.wielerweekendgilze.nl,
2023-07-02,2023-07-02,National Road Championships - Singapore (IRR),,SIN,,Road,ASI,CN,admin@singaporecycling.org.sg,,
2023-07-02,2023-07-02,GP Luxembourg,,LUX,MJ,Road,EUR,1.1,info@skodatour.lu,www.skodatour.lu,
2023-07-02,2023-07-02,Giro del Medio Brenta,,ITA,ME,Road,EUR,1.2,info@studiomichielon.it,,
2023-07-02,2023-07-02,Tour de Berlin Feminin,,GER,WE,Road,EUR,1.2,TdB-Feminin@berlin-radsport.de,https://tour-de-berlin.de/,
2023-07-02,2023-07-02,Albert Heijn Ger Koopman Ronde van Driel,,NED,WE,Road,EUR,CRTP,wernersmeenk@pn.nl,www.kersenfeestdriel.nl,
2023-07-02,2023-07-02,National Road Championships - Austria (WU),,AUT,WU,Road,EUR,CN,m.hofmann@hbs-systemabdichtungen.ch,www.vcbm.ch,
2023-07-02,2023-07-02,National Road Championships - Germany (MU/WU),,GER,WU,Road,EUR,CN,m.hofmann@hbs-systemabdichtungen.ch,https://www.vcbuerglen-maerwil.ch,
2023-07-02,2023-07-02,National Road Championships - Switzerland (MU/WU),,SUI,,Road,EUR,CN,m.hofmann@hbs-systemabdichtungen.ch,https://www.vcbuerglen-maerwil.ch,
2023-07-02,2023-07-02,National Road Championships - Luxembourg (U23),,LUX,,Road,EUR,CN,m.hofmann@hbs-systemabdichtungen.ch,https://www.vcbuerglen-maerwil.ch,
2023-07-02,2023-07-06,Tour of Austria,,AUT,ME,Road,EUR,2.1,office@tourofaustria.com,www.tourofaustria.com,
2023-07-04,2023-07-04,Trofeo Città di Brescia - Mem. Rino Fiori,,ITA,ME,Road,EUR,1.2,iab@roda.it,www.gscittadibrescia.it,
2023-07-05,2023-07-07,Juegos Centroamericanos y del Caribe,,ESA,,Road,AME,JR,m.contreras@fsc.org.sv,www.sansalvador2023.com,
2023-07-06,2023-07-07,National Road Championships - Korea,,KOR,,Road,ASI,CN,cycling@sports.or.kr,www.cycling.or.kr,
2023-07-06,2023-07-07,National Road Championships - Korea (ME),,KOR,,Road,ASI,CN,cycling@sports.or.kr,,
2023-07-06,2023-07-09,Sint Martinusprijs Kontich,,BEL,MJ,Road,EUR,2.1,steeds.vooraan@telenet.be,www.steeds-vooraan.be,
2023-07-06,2023-07-09,Sibiu Cycling Tour,,ROU,ME,Road,EUR,2.1,ciclism@sibiu.ro,https://ciclism.sibiu.ro,
2023-07-08,2023-07-08,Respect Ladies Race Slovakia,,SVK,WE,Road,EUR,1.2,zilovec@respect-slovakia.sk,visegrad4bicyclerace.com,
2023-07-08,2023-07-08,Visegrad 4 Kerekparverseny,,HUN,ME,Road,EUR,1.2,mozgasegeszsegrekreacio@gmail.com,https://v4kerekparverseny.hu,
2023-07-08,2023-07-08,Grand Prix Erciyes,,TUR,ME,Road,EUR,1.2,info@bisiklet.gov.tr; info@cyclingracesinturkiye.com,www.bisiklet.gov.tr,
2023-07-09,2023-07-09,Argenta Classic - 2 Districtenpijl Ekeren-Deurne,,BEL,WE,Road,EUR,1.1,info@rabc1882.be,https://www.2districtenpijl-ekeren-deurne.be/,
2023-07-09,2023-07-09,Menen Kemmel Menen,,BEL,MJ,Road,EUR,1.1,kwscmenen8930@gmail.com,www.kwsc-menen.be,
2023-07-09,2023-07-09,Visegrad 4 Bicycle Race - GP Slovakia,,SVK,ME,Road,EUR,1.2,zilovec@respect-slovakia.sk,visegrad4bicyclerace.com,
2023-07-09,2023-07-14,Arab Sports Games,,ALG,ME,Road,MON,JR,arab.cyc.fed@gmail.com,arabgames2023.dz,
2023-07-09,2023-07-16,Tour of Qinghai Lake,,CHN,ME,Road,ASI,2.Pro,tdql_2015@sina.cn,www.tdql.cn,
2023-07-09,2023-07-16,National Road Championships - Lebanon,,LBN,,Road,ASI,CN,felicyc@gmail.com,,
2023-07-11,2023-07-16,Tour de l'Abitibi,,CAN,MJ,Road,AME,2.Ncup,direction@tourabitibi.qc.ca,www.tourabitibi.com,
2023-07-12,2023-07-12,Global Relay Gastown Grand Prix,,CAN,ME,Road,AME,CRT,info@globalrelayggp.org,https://www.globalrelayggp.org/,
2023-07-12,2023-07-12,Global Relay Gastown Grand Prix,,CAN,WE,Road,AME,CRT,info@globalrelayggp.org,https://www.globalrelayggp.org/,
2023-07-12,2023-07-16,Baloise Ladies Tour,,BEL,WE,Road,EUR,2.1,glssport@telenet.be,www.baloiseladiestour.com,
2023-07-12,2023-07-16,Ain Bugey Valromey Tour,,FRA,MJ,Road,EUR,2.1,jm.vivier@tvo.bike,http://www.tvo.bike,
2023-07-12,2023-07-16,Giro Ciclistico della Valle d'Aosta - Mont Blanc,,ITA,MU,Road,EUR,2.2U,segreteria@girovalledaosta.it,www.girovalledaosta.it,
2023-07-13,2023-07-14,National Road Championships - Iran (MJ),,IRI,,Road,ASI,CN,ircyclingfed@gmail.com,,
2023-07-13,2023-07-16,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho,,POR,ME,Road,EUR,2.2,udo@udo.pt,www.udo.pt,
2023-07-14,2023-07-16,Medzinárodné dni cyklistiky Dubnica nad Váhom,,SVK,MJ,Road,EUR,2.Ncup,skcsro@gmail.com,www.cyklistikaszc.sk,
2023-07-14,2023-07-16,Gemenc GP,,HUN,ME,Road,EUR,2.2,scherer.tamas@szekszardisport.hu,http://gemencgp.hu/,
2023-07-14,2023-07-16,National Road Championships - Kosovo,,KOS,,Road,EUR,CN,kosovacf@yahoo.com,,
2023-07-14,2023-07-16,National Road Championships - Venezuela,,VEN,,Road,AME,CN,fvciclismove@gmail.com,fvciclismo.net,
2023-07-16,2023-07-16,Gouden Garnaal - Mosselronde,,NED,MJ,Road,EUR,1.1,emartijn@zeelandnet.nl,www.omloopvandebraakman.nl,
2023-07-16,2023-07-16,Women's Cycling Grand Prix Stuttgart & Region,,GER,WE,Road,EUR,1.2,info@brezelrace.de,www.womenscyclingstuttgart.de,
2023-07-19,2023-07-19,SD WORX BW Classic,,BEL,ME,Road,EUR,1.2,christophe.brandt@trworg.be; wendy.dessauvages@trworg.be,www.sdworxbwclassic.be,
2023-07-20,2023-07-23,National Road Championships - Malaysia,,MAS,,Road,ASI,CN,mncf@mail.com,,
2023-07-21,2023-07-23,Tour of Huangshan,,CHN,ME,Road,ASI,2.2,hanrm@orgpackaging.com;admin@chncycling.com,,
2023-07-21,2023-07-23,Junioren Rundfahrt,,AUT,MJ,Road,EUR,2.1,office@ooe-radsportverband.at,www.ooe-radsportverband.at,
2023-07-22,2023-07-22,Visegrad 4 Bicycle Race Grand Prix Poland,,POL,ME,Road,EUR,1.2,dzkol@dzkol.eu,,
2023-07-22,2023-07-23,Bizkaikoloreak,,ESP,WJ,Road,EUR,2.Ncup,txirringan@euskalnet.net,https://www.facebook.com/bizkaikoloreak/,
2023-07-22,2023-07-26,Ethias-Tour de Wallonie,,BEL,ME,Road,EUR,2.Pro,christophe.brandt@trworg.be; stephanie.roelens@trworg.be,www.trworg.be,
2023-07-23,2023-07-23,Visegrad 4 Bicycle Race - GP Czech Republic,,CZE,ME,Road,EUR,1.2,info@ceskysvazcyklistiky.cz,www.ceskysvazcyklistiky.cz,
